Stock A,Stock B,Z Entry Threshold A,Z Entry Threshold B,Z Exit Threshold,Stop Loss Threshold,Final Cumulative Returns,Final Sharpe Ratio,Final Sortino Ratio,Final Max Drawdown,Total Trades,Win Rate,Profit Factor,Average Profit,Average Loss,Timestep 1
MFLD85,SBIBD86,-2.475579436260004,1.9984946719291572,0.18642274037094808,0.05,"(9814.17193224175,)","(-2.1734146737684834,)","(-0.22108643352067325,)","(0.04852686442038579,)","(31.0,)",0.3548387096774194,"(1.1540520260130052,)","(20.972272727272724,)",10.521052631578959,9814.17193224175
MFLD85,PRSF,-2.9687082273301817,2.7854281894070483,-0.3274390980612555,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
MFLD85,SBD87,-1.624421433836116,1.2983899037752165,-0.00021126883405575558,0.1,"(9770.202094581447,)","(-1.630788802508806,)","(-0.17004345547998065,)","(0.05499053849389743,)","(50.0,)",0.58,"(1.2315172855313703,)","(16.583017241379302,)",19.524999999999988,9770.202094581447
BOKD86,HBLD86,-1.2374389417630707,2.440623870103274,0.15285964177338995,0.05,"(10282.711238708664,)","(0.5899802454201744,)","(0.08950220598213898,)","(0.01423878996499428,)","(9.0,)",0.4444444444444444,"(1.1007719714964346,)","(11.58562499999998,)",8.420000000000005,10282.711238708664
BOKD86,PBD88,-2.958625916257163,2.69556729960496,0.019579296099943133,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
BOKD86,EBLD85,-2.198099142158868,1.0683216130206004,-0.30228460966778214,0.05,"(10073.600288164884,)","(-0.31203357913185326,)","(-0.030967641210242085,)","(0.02804134632531341,)","(13.0,)",0.6153846153846154,"(52.447499999999984,)","(13.111874999999996,)",0.5,10073.600288164884
BOKD86,NIBSF2,-2.870097030922695,1.3677011679572018,-0.48941964597459753,0.05,"(-982886.8155785816,)","(1.3744962649202266,)","(0.36541307718010196,)","(1.2322477381855226,)","(30.0,)",0.7,"(0.3658864833235813,)","(0.8932857142857145,)",5.696666666666664,-982886.8155785816
BOKD86,SAGF,-1.0412931134903818,2.988451093109286,0.048078302031078324,0.05,"(11031.671902169,)","(0.5925816158042926,)","(0.23464107610013943,)","(0.01489644071571268,)","(31.0,)",0.4838709677419355,"(2.9122955974842752,)","(15.435166666666658,)",5.3,11031.671902169
BOKD86,LVF2,-2.188002730152059,1.3911797489515163,-0.22517839001740658,0.05,"(-26.300403623385947,)","(0.6700859072412156,)","(0.09749040403505706,)","(1.7356897171947618,)","(12.0,)",0.5,"(1.2514705882352914,)","(0.1772916666666666,)",0.1700000000000003,-26.300403623385947
BOKD86,CCBD88,-2.6513774015799494,1.663951226517705,0.43625706351703997,0.05,"(10636.290313970208,)","(-0.421397156679402,)","(-0.08230828497167313,)","(0.01447230109866174,)","(24.0,)",0.625,"(3.4457223001402455,)","(16.378666666666675,)",7.922222222222242,10636.290313970208
BOKD86,SBID89,-1.1270849361936672,2.5217884430531665,-0.054702545744681585,0.05,"(10203.110454917854,)","(0.4506514328023996,)","(0.15697040684669208,)","(0.015376787762178613,)","(10.0,)",0.7,"(4.218902439024387,)","(9.884285714285694,)",5.466666666666659,10203.110454917854
BOKD86,NICFC,-2.0584410917578038,1.949779140976124,-0.22555298638195442,0.05,"(5599406.773998801,)","(0.9294156415194054,)","(0.15382022694940242,)","(5.792694837780904,)","(23.0,)",0.4782608695652174,"(10.487557077625791,)","(2.0879772727272727,)",0.19909090909090493,5599406.773998801
GHL,UHEWA,-2.763485286427101,2.113122280088659,0.37654252532392607,0.05,"(10551.35447848835,)","(-0.5577743824625714,)","(-0.11442637664273106,)","(0.022846234512415672,)","(14.0,)",0.42857142857142855,"(0.5615693012600231,)","(16.341666666666665,)",21.82499999999999,10551.35447848835
GHL,HRL,-1.7112888491527138,2.9168016462406294,-0.10837978007162075,0.1,"(10495.161725338054,)","(1.0813058342134774,)","(0.12804734112721275,)","(0.03400833150847463,)","(3.0,)",0.6666666666666666,"(0.4586458333333336,)","(5.503750000000003,)",24.0,10495.161725338054
GHL,NICSF,-1.5320331560906393,1.191640929863869,-0.10211544710279441,0.1,"(543510.0166956444,)","(1.2151075541239904,)","(0.5064951933880956,)","(0.5002641884418639,)","(49.0,)",0.6530612244897959,"(0.5855788534463532,)","(1.6407187500000018,)",5.603750000000003,543510.0166956444
SICL,NIBLGF,-1.1248093109102266,1.1206602314153624,0.4939919373671625,0.05,"(-26661011.76730449,)","(0.7822052208456614,)","(0.09686043734410028,)","(3.1402247461635393,)","(51.0,)",0.5686274509803921,"(0.9363541618416782,)","(6.970672413793102,)",10.280476190476193,-26661011.76730449
SICL,HRL,-2.811286227390606,1.8887122946410568,0.020312940021303794,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
SICL,GIBF1,-1.309379798353839,2.0104111708229966,-0.05851856814969669,0.05,"(45385354.94487308,)","(0.9838290054290333,)","(0.13961396725463257,)","(2.919906338743773,)","(40.0,)",0.45,"(0.5479362120529315,)","(7.430319444444442,)",11.094999999999992,45385354.94487308
SICL,KDBY,-2.9361852940716067,2.864714857770685,-0.08131860442777517,0.05,"(31037.939282773168,)","(0.5930756741849074,)","(1.0212407718735428,)","(0.08768415716370334,)","(4.0,)",0.5,"(0.7114733857691582,)","(19.448124999999965,)",27.335000000000036,31037.939282773168
SICL,MBJC,-1.394454151814907,1.6280149109696203,-0.3527449085123179,0.1,"(9946.462665176226,)","(-0.24883344845061794,)","(-0.031188226797675293,)","(0.15554872902777112,)","(48.0,)",0.4583333333333333,"(1.1425871624058164,)","(27.364443181818203,)",20.264999999999993,9946.462665176226
SICL,LVF2,-1.652644556132038,1.2147842048988409,-0.49774118353908525,0.1,"(20112.432747793227,)","(1.144295587821288,)","(0.30312835564485846,)","(0.6620656486938279,)","(20.0,)",0.5,"(0.9421121860149368,)","(5.550925000000007,)",5.8919999999999995,20112.432747793227
SICL,NICFC,-1.1110761140968624,1.5996872663894497,0.2541671608442094,0.05,"(435709683.42240524,)","(2.0091353337580173,)","(1.1816570162496534,)","(0.624694686984406,)","(48.0,)",0.6041666666666666,"(1.23993154158215,)","(8.431534482758616,)",10.95555555555555,435709683.42240524
MHCL,KSBBLD87,-1.723491859141438,2.652361955559998,-0.26556589232335504,0.05,"(10845.660741269616,)","(3.779188998298134,)","(0.0,)","(0.0,)","(1.0,)",1.0,"(inf,)","(22.200000000000003,)",0.0,10845.660741269616
MHCL,SARBTM,-2.8962408057981657,1.3168273732148745,-0.0912972177610668,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
MHCL,TVCL,-1.3526817347726618,1.4768405388472727,-0.2654853999368916,0.05,"(14030.400128368632,)","(3.3007164551662638,)","(1.8712563522277883,)","(0.023163269505269035,)","(16.0,)",0.5625,"(1.8787031615925056,)","(35.65361111111111,)",28.46666666666667,14030.400128368632
TPC,BNHC,-1.0700947602572843,1.9989750060156588,0.10033396078384593,0.05,"(14920.213162180738,)","(0.7070351221089165,)","(0.08848614935810101,)","(0.1313589105749756,)","(63.0,)",0.5238095238095238,"(1.6526366950182254,)","(20.607878787878786,)",13.71666666666667,14920.213162180738
TPC,KSBBL,-2.584529831223967,1.3771932521002894,-0.36396562349916084,0.1,"(12394.71060165385,)","(0.287957999233799,)","(0.0466786076865897,)","(0.08291402352301352,)","(31.0,)",0.3225806451612903,"(0.4997648057794432,)","(18.539775,)",17.66523809523809,12394.71060165385
TPC,MKJC,-1.0112279036906602,1.7230811295006492,0.4223020484502614,0.05,"(15561.775032952146,)","(0.7318190434809937,)","(0.10373388195313092,)","(0.11232545135050802,)","(83.0,)",0.5301204819277109,"(1.4343366739084726,)","(23.257443181818186,)",18.29358974358975,15561.775032952146
TPC,NBF2,-1.5513946256272704,1.080590249368325,0.006184858077525002,0.2,"(-2431.123015625499,)","(0.6159310436181069,)","(0.10755370622815544,)","(1.0527998463758623,)","(49.0,)",0.5510204081632653,"(1.1366347388170244,)","(12.789666666666669,)",14.467142857142855,-2431.123015625499
TPC,UMHL,-1.3165439140954562,2.850206156373738,-0.47968200393205385,0.15000000000000002,"(14707.158837001754,)","(0.6873058953856455,)","(0.09904775169400376,)","(0.07099709833242529,)","(42.0,)",0.5952380952380952,"(1.3614979504302733,)","(20.061399999999995,)",21.668823529411767,14707.158837001754
TPC,VLBS,-1.6294750572457397,1.7546022313016878,-0.4357620894152635,0.05,"(14315.891653114873,)","(0.8376065516695108,)","(0.1435942967295203,)","(0.03742437665329419,)","(40.0,)",0.45,"(0.9386925350190172,)","(39.351555555555564,)",34.29954545454546,14315.891653114873
TPC,SPDL,-2.3412382906024947,1.4137016719709112,-0.3722883712700451,0.1,"(16721.98732102537,)","(0.8720619418824641,)","(0.12078879564034911,)","(0.09329763473453304,)","(43.0,)",0.5348837209302325,"(1.56719799040877,)","(14.919043478260877,)",11.523684210526314,16721.98732102537
TPC,PMHPL,-2.355472269736703,2.860566339426386,-0.11178564236343902,0.05,"(11194.242506941198,)","(-0.0935774712502558,)","(-0.013743205256184643,)","(0.03404944253045805,)","(19.0,)",0.7368421052631579,"(3.78242574257426,)","(21.830000000000002,)",16.15999999999999,11194.242506941198
TPC,SPC,-1.776025275579892,1.041721672672235,-0.0483050972254101,0.05,"(9748.49158974679,)","(-0.1831416998327369,)","(-0.016003235770122606,)","(0.25841081785928294,)","(97.0,)",0.5154639175257731,"(1.1930677735100974,)","(19.258499999999998,)",17.172340425531917,9748.49158974679
TPC,UPCL,-1.0998529879690624,2.9065047340151673,-0.4630171057522495,0.05,"(14621.083104756734,)","(0.6443884899666684,)","(0.08838635167917445,)","(0.0637763764738736,)","(50.0,)",0.58,"(1.7798047903034986,)","(25.41868103448276,)",19.722380952380952,14621.083104756734
TPC,NIBSF2,-1.4726376512796557,1.769176435828847,0.4562710443949949,0.1,"(333.2160452088633,)","(0.18579052384965483,)","(0.019887767622708864,)","(1.0063225344010278,)","(33.0,)",0.6363636363636364,"(1.0384176566980747,)","(12.07036904761905,)",22.19090909090909,333.2160452088633
TPC,SJCL,-1.5663589284168085,2.7285057497547713,0.04825842428348048,0.15000000000000002,"(12991.299594415665,)","(0.42631261848464497,)","(0.09256564303382891,)","(0.08102442539454424,)","(32.0,)",0.59375,"(1.1990841949778435,)","(21.36263157894737,)",28.208333333333332,12991.299594415665
TPC,DHPL,-2.997496113587885,1.6447749989812002,0.029922353976461258,0.1,"(15926.288309226524,)","(0.6921438509055462,)","(0.14572255642374993,)","(0.06078531495715447,)","(27.0,)",0.5555555555555556,"(0.7273275446213218,)","(10.051666666666668,)",17.275000000000002,15926.288309226524
TPC,SLCF,-1.06811153537975,2.6697122076196447,-0.3032819463060701,0.1,"(21269.338678338183,)","(0.5154753086448199,)","(0.13658282705834093,)","(0.6610695630090513,)","(35.0,)",0.7142857142857143,"(1.2570052231559912,)","(15.017189999999996,)",33.18555555555556,21269.338678338183
TPC,MBJC,-1.1821714676591701,2.698836263676774,0.1698125806036963,0.05,"(13205.55230242124,)","(0.6098580197246916,)","(0.12274995869820751,)","(0.052787014275520926,)","(37.0,)",0.4864864864864865,"(1.2562574052132705,)","(23.561805555555562,)",17.76842105263158,13205.55230242124
TPC,KKHC,-2.674827953697247,1.7775617023835282,0.2213085876837102,0.05,"(15976.954949530256,)","(0.6937276477918302,)","(0.1601514455608077,)","(0.07594124130130797,)","(28.0,)",0.5714285714285714,"(1.5546111493461805,)","(14.1178125,)",13.209090909090907,15976.954949530256
TPC,HPPL,-1.9280302024455271,1.249042052574924,0.33321426434966483,0.15000000000000002,"(14007.945178627106,)","(0.6967221955282094,)","(0.13308649867948663,)","(0.046202401033114036,)","(37.0,)",0.6486486486486487,"(1.3540631898454742,)","(20.446354166666662,)",27.87692307692308,14007.945178627106
TPC,HURJA,-2.0676518108190134,1.1109197295767417,0.1716011255181923,0.15000000000000002,"(12268.2558220874,)","(0.20638968875322075,)","(0.02682651803190449,)","(0.15582397597153252,)","(42.0,)",0.47619047619047616,"(0.7448501872659176,)","(11.9325,)",15.257142857142856,12268.2558220874
TPC,JOSHI,-1.6035473187581828,2.5010622258715776,-0.44326190017862055,0.2,"(12875.420398986666,)","(0.4373942601877241,)","(0.07223381913682583,)","(0.05523230777838502,)","(30.0,)",0.6666666666666666,"(1.6971190295678544,)","(22.385,)",26.380000000000003,12875.420398986666
TPC,GUFL,-1.3286188176492417,2.3662429266914535,0.4583801733766212,0.05,"(13037.602431405556,)","(0.4282299611964614,)","(0.07607330037475894,)","(0.06323692699276029,)","(38.0,)",0.5526315789473685,"(1.3349485861182515,)","(24.728333333333325,)",24.3125,13037.602431405556
TPC,RMF1,-1.4338572913577337,1.6465356775417426,0.37806013068526256,0.1,"(7062401.76320132,)","(1.3872906343390252,)","(0.5340333564213656,)","(0.7894603181937301,)","(37.0,)",0.5675675675675675,"(0.9881058330807596,)","(17.076821428571435,)",24.195333333333334,7062401.76320132
SHEL,MKJC,-1.2069394380664076,1.2311827375737243,-0.17666296009784666,0.05,"(12916.4513279363,)","(0.35613326379323873,)","(0.045841055953726374,)","(0.1116659692633363,)","(89.0,)",0.5617977528089888,"(1.5623683062153229,)","(15.037169999999994,)",12.66394736842105,12916.4513279363
SHEL,PMHPL,-1.8513299781068855,1.0489018768863902,-0.011738611424797929,0.05,"(13325.973851396211,)","(0.30006459235029487,)","(0.038042695906673016,)","(0.18721463912884204,)","(87.0,)",0.5517241379310345,"(1.592769744160178,)","(14.915625,)",11.828947368421053,13325.973851396211
SHEL,SPC,-1.8726630690115202,1.0299969464534648,0.28562355041154,0.05,"(10648.128696255055,)","(-0.2646747361392903,)","(-0.03041122629119288,)","(0.12521293554744922,)","(77.0,)",0.4935064935064935,"(1.0568676232353613,)","(18.026546052631574,)",17.056578947368433,10648.128696255055
SHEL,SAHAS,-2.380290279096735,1.314201695525953,0.1151123594718001,0.15000000000000002,"(10360.189178132188,)","(-0.5298056949512477,)","(-0.05372884685184834,)","(0.08274056129728902,)","(52.0,)",0.5384615384615384,"(0.9174460859453462,)","(12.397973214285711,)",15.765833333333326,10360.189178132188
SHEL,SJCL,-2.616510577422961,1.077230689188957,0.49843193159101573,0.05,"(10815.153949974612,)","(-0.34548018398343167,)","(-0.04704631984887981,)","(0.08819860522136118,)","(55.0,)",0.4909090909090909,"(0.9164235069539132,)","(12.446388888888885,)",13.09642857142857,10815.153949974612
SHEL,HRL,-1.4830198394819583,1.6220637275771759,0.28283449582287534,0.05,"(10356.728543889993,)","(0.7634019590545202,)","(0.09457696849043078,)","(0.025352854015756123,)","(7.0,)",0.42857142857142855,"(0.4314031339031334,)","(5.04741666666666,)",11.699999999999998,10356.728543889993
SHEL,DHPL,-1.902069732915693,1.5848534142805129,0.16145214718517753,0.05,"(14380.899148736975,)","(0.4974049797870376,)","(0.08413997333600975,)","(0.12338400078503166,)","(49.0,)",0.46938775510204084,"(1.2381911831540673,)","(17.768043478260868,)",13.202000000000004,14380.899148736975
SHEL,MBJC,-1.7820431663101168,2.5959119692077555,0.11154147731376995,0.1,"(10766.742507970841,)","(-0.24190822304173937,)","(-0.028804935877994996,)","(0.07026219015478585,)","(32.0,)",0.5625,"(1.1567010309278347,)","(11.531666666666666,)",13.803846153846157,10766.742507970841
SHEL,KKHC,-1.942923902890192,1.2367971515898426,0.4846447735626125,0.1,"(10763.393511030297,)","(-0.13662372553865287,)","(-0.015030193443333529,)","(0.22612921942201297,)","(71.0,)",0.5492957746478874,"(1.713149234511375,)","(15.35025641025641,)",11.27258064516129,10763.393511030297
SHEL,RHPL,-1.6611836679922427,1.4835794986819977,-0.21057583467771845,0.05,"(12431.616183457572,)","(0.20303448086590245,)","(0.026842434709515788,)","(0.08247334229103338,)","(55.0,)",0.4727272727272727,"(0.8350045892611294,)","(13.995961538461545,)",15.564285714285713,12431.616183457572
SHEL,RURU,-2.5405296052917046,1.6458896745260139,-0.3235236360820145,0.1,"(10543.396316487671,)","(-0.6965032893310631,)","(-0.09846319012084219,)","(0.03907117122477667,)","(34.0,)",0.6176470588235294,"(2.2468969103937098,)","(27.773785714285697,)",21.631666666666685,10543.396316487671
SHEL,BPCL,-1.1949766404410391,1.3889725449054207,0.4146372453013637,0.05,"(10573.289307723358,)","(-0.4053708981328153,)","(-0.044071863130304034,)","(0.08404720350910445,)","(61.0,)",0.5573770491803278,"(1.4485652010286652,)","(13.584985294117653,)",12.263846153846155,10573.289307723358
SHEL,HURJA,-2.047986638452228,2.3249645527965432,-0.12798339946822623,0.1,"(11156.026786906685,)","(-0.22094115127978897,)","(-0.02849114782820165,)","(0.07402238754694333,)","(33.0,)",0.5454545454545454,"(1.3024264503711849,)","(13.158125,)",12.989285714285716,11156.026786906685
CKHL,NICA,-1.1219860292184858,2.2220424438643596,0.31394333602790003,0.05,"(10109.624486626413,)","(-0.1839255901090924,)","(-0.0205234938149093,)","(0.021150847587340225,)","(6.0,)",0.3333333333333333,"(0.7324660633484137,)","(16.1875,)",14.733333333333386,10109.624486626413
CKHL,MLBL,-2.5125484813316232,2.480024065200455,-0.44693940486979744,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
CKHL,HBLD86,-1.1849604834477987,1.0797110806451493,0.08940184958201691,0.05,"(10640.5810895342,)","(1.9760191621696268,)","(1.4067620112981951,)","(0.005925882605783224,)","(13.0,)",0.5384615384615384,"(2.340995260663505,)","(21.169285714285717,)",12.660000000000014,10640.5810895342
CKHL,KPCL,-1.4431463031685579,1.0252660217819458,-0.041880471445534306,0.05,"(10376.516113589007,)","(0.34060994642053266,)","(0.05260961243495849,)","(0.06625467408352428,)","(7.0,)",0.2857142857142857,"(1.8155233941316438,)","(45.7875,)",12.609999999999985,10376.516113589007
CKHL,MMF1,-1.3899508500371156,1.1345121735699404,-0.431656290635681,0.05,"(81016.64588253829,)","(1.940144456748161,)","(2.427617265946402,)","(0.42125090026693474,)","(12.0,)",0.75,"(4.122224880382775,)","(4.78636111111111,)",5.225,81016.64588253829
CKHL,NEPSE,-2.6644684082921506,2.7816576924798873,-0.13946908864529883,0.05,"(10000.0,)","(0.0,)","(0.0,)","(0.0,)","(0.0,)",0.0,"(inf,)","(0.0,)",0.0,10000.0
CKHL,NBF3,-1.2980907440533824,2.603954361360824,-0.17537312551505124,0.05,"(11214.922801769493,)","(1.748652471441314,)","(1.0135396265875891,)","(0.010522890784982954,)","(6.0,)",0.6666666666666666,"(4.8493811881188,)","(24.489374999999995,)",20.200000000000045,11214.922801769493
CKHL,RBCL,-1.5688248118352632,1.4481013097073214,0.32407924364355634,0.05,"(10172.800076712107,)","(0.12373011159034566,)","(0.019157827770319394,)","(0.01121340421642146,)","(7.0,)",0.42857142857142855,"(0.38063351865136297,)","(141.49416666666667,)",371.73333333333335,10172.800076712107
CKHL,KSBBL,-1.2650994242636215,2.563527887317094,-0.13657755669912675,0.05,"(10256.455321960242,)","(0.46508310392873903,)","(0.0752696804746347,)","(0.013542880667076887,)","(6.0,)",0.6666666666666666,"(3.5076732673267212,)","(17.713749999999983,)",20.200000000000045,10256.455321960242
CKHL,JBLB,-2.0928066528953266,1.3374927124739067,0.05633709896266448,0.05,"(10205.017950668756,)","(0.3870373405397485,)","(0.08679269057718571,)","(0.0054772291647224285,)","(5.0,)",0.2,"(0.5126343784994405,)","(45.778250000000014,)",22.32499999999999,10205.017950668756
